ID,datetime,siteid,offerid,category,merchant,countrycode,browserid,devid,click
IDZp7Jl0V,2017-01-12 08:23:59,2174195,76824,835,27723861,a,Edge,Tablet,0
IDOUPu6LB,2017-01-20 10:46:10,3787831,531744,835,27723861,b,Firefox,Mobile,0
IDW59S3In,2017-01-10 18:57:40,8450934,104925,835,22435216,a,Edge,Tablet,0
IDca6CoKr,2017-01-11 14:31:21,8179143,625242,835,62201833,f,Edge,Tablet,0
IDZm6EVKH,2017-01-17 14:12:33,8055466,40073,835,26551485,a,,Mobile,0
IDhT6SQZp,2017-01-19 09:55:37,1641747,426653,835,26551485,b,Mozilla Firefox,Desktop,0
IDgPW4SBb,2017-01-15 12:53:02,7661311,307833,835,62201833,b,Firefox,,0
ID349iEso,2017-01-20 17:06:20,7412279,283812,835,33505809,f,Firefox,Mobile,0
IDZnOPxoP,2017-01-15 10:42:49,2505174,454094,835,26551485,a,Firefox,Mobile,0
IDZBqyZF7,2017-01-14 15:12:47,3571010,832749,835,2050923,b,Edge,,0
IDDfFnImQ,2017-01-14 13:44:10,,358383,835,2835657,b,Mozilla Firefox,,0
IDhiEFPOC,2017-01-14 16:40:15,3571010,76824,835,27723861,e,Firefox,Mobile,0
IDzUsCfDw,2017-01-11 09:16:42,1325145,84765,835,58604466,d,Edge,Tablet,0
IDtnxNdbh,2017-01-12 15:26:47,,521294,835,33505809,e,Chrome,Desktop,0
IDJG5TfwE,2017-01-13 16:07:27,8558468,787065,835,51637733,f,Mozilla Firefox,Desktop,0
IDhRXynlK,2017-01-20 09:40:17,6614807,472004,835,26551485,b,Firefox,Mobile,0
IDekXH4b7,2017-01-16 15:57:29,1443815,917103,835,83172146,b,Firefox,Mobile,0
IDzcU2BTW,2017-01-17 05:23:01,737043,811382,835,15464873,a,Google Chrome,Mobile,0
IDMzdq41d,2017-01-14 15:07:04,,840194,835,91553313,a,Google Chrome,Mobile,0
IDNTnXxV7,2017-01-18 16:55:08,8139374,40073,835,26551485,b,Edge,Tablet,0
IDitMGhAM,2017-01-18 11:48:40,9706173,726149,835,91553313,e,Edge,Tablet,0
IDaUVNBmL,2017-01-15 08:09:08,2376930,697632,835,62201833,b,Opera,Mobile,0
IDuVzW7eB,2017-01-14 14:10:39,1351432,884513,835,33505809,a,Edge,Tablet,0
IDdQDSLPx,2017-01-18 14:33:10,44152,20327,835,83172146,b,Firefox,Mobile,0
IDph2i53p,2017-01-15 14:07:16,5758874,180040,835,15464873,b,,,0
IDSf6a4h6,2017-01-17 15:10:11,9891814,727035,835,555603,e,Mozilla,Desktop,0
ID96iwNOx,2017-01-10 13:32:19,6274182,921255,835,22435216,b,Edge,Tablet,0
IDDwK0RFA,2017-01-17 12:38:13,2586690,658020,835,62201833,b,Firefox,,0
IDosh9Xzm,2017-01-16 11:44:53,5825487,40073,835,26551485,a,Edge,Tablet,0
IDN4LY2pT,2017-01-16 15:56:55,826321,47514,835,51637733,e,Edge,Tablet,0
IDRE5mUQq,2017-01-15 08:50:14,8659214,456537,835,51637733,a,Mozilla Firefox,Desktop,0
ID0XAJJK1,2017-01-16 16:55:21,3718448,331620,835,62201833,a,Mozilla Firefox,Desktop,0
ID5oVfWhy,2017-01-18 14:36:56,57257,40073,835,26551485,a,Edge,Tablet,0
IDpgQHmcR,2017-01-18 12:07:17,,40073,835,26551485,b,Firefox,Mobile,0
IDEgX4bFp,2017-01-14 02:37:27,7803059,615136,835,81758577,e,Edge,Tablet,0
IDO1FwDgK,2017-01-18 08:25:09,4800985,649523,835,26551485,b,Internet Explorer,,0
IDEMruBDl,2017-01-14 08:56:02,1344191,440079,835,26551485,e,Mozilla,,0
IDuvEF8Ju,2017-01-13 07:14:09,2337324,301038,835,26551485,a,Internet Explorer,Tablet,0
ID0UPWZhP,2017-01-15 13:45:54,9374462,676377,835,26551485,b,Edge,Tablet,0
IDJr8DaDX,2017-01-11 08:02:01,9547921,12415,835,22435216,a,Mozilla,Desktop,0
ID5QTa1It,2017-01-11 15:28:08,5325376,363458,835,33505809,a,,Tablet,0
IDlcnmGT9,2017-01-13 14:27:13,9303527,781888,835,87807327,b,Google Chrome,Mobile,0
IDJb0crjn,2017-01-12 14:11:34,8666005,72018,835,62201833,a,Edge,,0
ID9NKMOrC,2017-01-20 03:52:12,,977371,835,22435216,b,Firefox,Mobile,0
ID2rMIvWp,2017-01-17 15:49:27,1592199,424569,835,22435216,b,Edge,,0
IDX6D1grH,2017-01-14 15:06:35,3571010,190885,835,27723861,d,Chrome,Desktop,0
IDfddJbTY,2017-01-14 08:58:26,1344198,264853,835,33505809,b,Edge,Tablet,0
IDeK8YiSd,2017-01-18 17:56:36,,921699,835,83172146,a,Google Chrome,Mobile,0
IDuYHyAsv,2017-01-20 02:27:54,9039362,40073,835,26551485,b,Chrome,Desktop,0
IDhADatp6,2017-01-13 12:23:47,3702007,588446,835,74868704,e,Edge,Tablet,0
IDhZAjrfN,2017-01-14 15:34:32,8407060,40073,835,26551485,b,Edge,Tablet,0
ID0ZQpqUh,2017-01-17 13:38:39,807743,40073,835,26551485,f,Mozilla,Desktop,0
IDntmuQZw,2017-01-20 13:44:25,5056927,64201,835,26551485,a,Mozilla,Desktop,0
ID54lDGke,2017-01-11 09:04:04,2707749,661566,835,74868704,d,Mozilla,Desktop,0
IDpvRcLAA,2017-01-14 04:42:14,5596239,973442,835,81758577,b,Edge,Tablet,0
ID07j1inr,2017-01-10 02:24:24,790249,533043,835,33505809,b,Mozilla Firefox,Desktop,0
IDwghrPq0,2017-01-10 12:02:03,9407398,648611,835,51637733,a,Mozilla,Desktop,0
IDwW4EXoh,2017-01-20 11:51:57,5906762,521718,835,33505809,b,Edge,Tablet,0
IDRASYEuh,2017-01-18 17:52:24,7740624,745208,835,15464873,b,Mozilla Firefox,Desktop,0
ID9nb7lpt,2017-01-16 13:14:08,3160802,415559,835,26551485,a,Firefox,Mobile,0
IDq3qG0wh,2017-01-18 16:21:53,4221621,358383,835,2835657,a,Edge,,0
IDqifWxjY,2017-01-20 15:46:36,769453,897905,835,26551485,b,Firefox,Mobile,0
IDmn24cww,2017-01-16 12:49:52,4880817,170409,835,15464873,b,Mozilla,Desktop,0
IDWwLNG9r,2017-01-15 15:49:48,1031943,401219,835,62201833,d,InternetExplorer,Desktop,0
IDJKUHNFN,2017-01-14 15:39:48,3571010,180386,835,2050923,b,Edge,Tablet,0
IDl96a0Mu,2017-01-17 15:49:51,1592199,108966,835,22435216,d,Edge,Tablet,0
IDe0kuPWA,2017-01-12 12:08:49,6183414,697632,835,62201833,b,Edge,,0
IDFlbU3Th,2017-01-20 16:13:59,464199,40073,835,26551485,b,Edge,Tablet,0
IDog1wUkS,2017-01-14 11:01:31,5763323,697632,835,62201833,a,Google Chrome,,0
IDyII6BJ5,2017-01-13 17:50:44,1674062,571371,835,87807327,a,Firefox,,0
ID6dgWYKY,2017-01-20 11:07:30,6978298,993350,835,51637733,a,Edge,Tablet,0
IDo9i0sLm,2017-01-19 10:03:46,4215448,257093,835,26551485,b,Edge,Tablet,0
IDflDrNij,2017-01-17 00:05:22,8556019,126278,835,51637733,c,Mozilla Firefox,Desktop,1
IDWjzTRQR,2017-01-10 18:00:04,5074399,223606,835,33505809,b,Mozilla Firefox,,0
ID5KiqMmi,2017-01-20 15:12:23,7483326,659318,835,51637733,b,Edge,Tablet,0
IDn8n4bXu,2017-01-15 08:14:20,5770266,721161,835,26551485,d,Edge,,0
ID8VkgLdc,2017-01-13 12:03:43,558700,457852,835,51637733,a,Firefox,Mobile,0
IDCYHFemM,2017-01-12 15:17:39,3443690,478890,835,29916445,a,Firefox,Mobile,0
IDkcqyxfu,2017-01-15 02:18:44,5404884,921699,835,83172146,a,IE,Mobile,0
IDe2KWj1u,2017-01-16 08:24:14,8915034,454217,835,51637733,b,Edge,Tablet,0
IDPYZCSA7,2017-01-15 13:56:10,7893702,40073,835,26551485,e,,Desktop,1
IDjFGhBEt,2017-01-16 16:07:20,1406102,432345,835,26551485,b,Mozilla Firefox,Desktop,0
IDRZx3qf5,2017-01-18 12:20:08,7564661,449336,835,51637733,b,Mozilla,Desktop,0
IDcqGsBtk,2017-01-12 15:33:39,5611787,797583,835,33505809,a,Edge,Tablet,0
IDS61oelL,2017-01-18 16:02:01,8371591,109461,835,15464873,a,Edge,Tablet,0
IDuKrj3zt,2017-01-19 15:25:22,7952945,358383,835,2835657,c,Firefox,Mobile,0
ID67e0kZV,2017-01-14 13:58:51,3387396,817072,835,62201833,b,Mozilla Firefox,Desktop,0
ID6ukJMnC,2017-01-11 15:58:56,48650,777928,835,33505809,b,Firefox,Mobile,0
IDZRy3oMg,2017-01-18 13:48:38,5794830,565625,835,26551485,b,Google Chrome,Mobile,0
IDnnt28o4,2017-01-15 14:27:51,7663223,451953,835,15464873,a,Firefox,Mobile,0
IDMOckZCa,2017-01-16 05:27:20,4307348,676561,835,33505809,f,Edge,Tablet,0
IDJKCCvIQ,2017-01-13 10:25:41,7365308,451201,835,33505809,f,Firefox,Mobile,0
IDF6PBULv,2017-01-14 09:27:47,4086058,352683,835,33505809,e,Firefox,Mobile,0
IDUwVFGPn,2017-01-15 11:04:36,2833063,331705,835,33505809,e,Internet Explorer,,0
IDnaFJ17H,2017-01-14 13:57:00,9567863,412920,835,91553313,d,Firefox,Mobile,0
IDt8wKgsP,2017-01-11 17:20:55,535398,697246,835,33505809,b,InternetExplorer,Desktop,0
IDDv6ocxI,2017-01-14 10:57:29,8889799,322860,835,26551485,a,Mozilla,Desktop,0
IDu9jWG4j,2017-01-12 15:52:20,6199746,661566,835,74868704,b,Edge,,0
IDyvURzKk,2017-01-16 08:57:20,5741091,956434,835,51637733,d,Edge,Tablet,0
IDUDLPWAh,2017-01-18 16:42:50,2589283,672312,835,51637733,b,Edge,Tablet,0
IDNx7i1FG,2017-01-18 17:50:03,2745471,418812,835,26551485,f,Firefox,Mobile,0
IDPlUcnUx,2017-01-17 10:25:47,1852741,37907,835,22435216,b,Edge,Tablet,0
IDOGRlADa,2017-01-20 08:21:58,7537710,454285,835,26551485,f,Mozilla,Desktop,0
IDfOCtBQC,2017-01-18 17:30:57,4453340,315645,835,33505809,b,Edge,Tablet,0
IDJKEyQFT,2017-01-13 14:27:59,9303527,5293,835,74868704,b,Edge,,0
IDTBrzG4G,2017-01-10 15:03:37,4056132,479916,835,22435216,b,Edge,Tablet,0
IDU4Bj2rh,2017-01-11 14:33:21,1181,900882,835,74868704,b,Edge,Tablet,0
IDZOUVY41,2017-01-16 07:29:51,5857630,991603,835,26551485,b,Edge,Tablet,0
IDLeCsrQd,2017-01-16 01:12:07,6934773,921699,835,83172146,c,IE,Mobile,1
IDQhk68eh,2017-01-18 07:34:26,3671056,333856,835,58604466,c,Firefox,Mobile,0
IDquqKF6g,2017-01-16 14:49:09,,554897,835,51637733,a,Mozilla Firefox,Desktop,0
IDMHavK5n,2017-01-15 17:13:24,5961829,40073,835,26551485,a,IE,Mobile,0
IDIG5qgZe,2017-01-20 09:39:42,7346982,233592,835,26551485,b,Edge,Tablet,0
IDkrdIUDV,2017-01-17 12:02:09,9081862,40073,835,26551485,b,Firefox,Mobile,0
IDd072j7h,2017-01-16 05:03:14,6019462,18923,835,33505809,b,Edge,Tablet,0
IDDvPcZMj,2017-01-17 10:39:20,83308,701475,835,33505809,a,Edge,Tablet,0
ID3J0Lpes,2017-01-17 15:09:13,3131191,511355,835,2835657,b,InternetExplorer,,0
ID8KV0PR5,2017-01-13 14:48:38,1902657,579890,835,62201833,e,Firefox,Mobile,0
IDgRI4tdz,2017-01-14 10:44:22,6960789,533043,835,33505809,e,Edge,Tablet,0
IDcNSVWq5,2017-01-18 02:05:04,9039362,40073,835,26551485,a,Firefox,,0
IDKvQvRSd,2017-01-15 15:00:14,3254334,719954,835,4000296,b,Mozilla,Desktop,0
IDGCz39Gx,2017-01-16 10:30:59,5741091,104565,835,51637733,b,Opera,Mobile,0
IDhZB23TZ,2017-01-16 11:09:19,7157918,653353,835,33505809,e,Firefox,Mobile,0
IDaIeFfrG,2017-01-18 03:09:32,9039362,40073,835,26551485,e,Firefox,Mobile,0
IDbdCGKWM,2017-01-17 15:42:08,6440855,927503,835,51637733,d,InternetExplorer,Desktop,0
IDYDwQrN0,2017-01-12 14:32:42,816926,402046,835,83172146,b,Mozilla,,0
IDw5Xw0k6,2017-01-20 09:53:03,8737840,111622,835,26551485,b,Firefox,Mobile,0
IDtcFPn1N,2017-01-12 10:26:24,9108710,233968,835,33505809,a,Chrome,Desktop,0
IDaqxPxa3,2017-01-19 08:55:04,393021,272095,835,74868704,e,Edge,Tablet,0
IDbNSlvit,2017-01-20 12:11:24,6370715,91612,835,48626108,f,Mozilla Firefox,,0
ID1Qa6PSF,2017-01-20 14:37:53,4226996,556213,835,51637733,c,Edge,Tablet,0
IDIW08Y8h,2017-01-12 18:59:32,8289767,596617,835,33505809,f,Edge,Tablet,0
IDEPojeqT,2017-01-14 15:45:57,9275720,40073,835,26551485,a,,Tablet,0
IDfMfKHbJ,2017-01-11 18:16:25,1181,758524,835,74363610,b,Mozilla,Desktop,0
IDtn5G24e,2017-01-20 14:47:26,2806090,11128,835,56008048,f,Firefox,Mobile,0
IDfyisR9C,2017-01-10 14:49:25,7587715,647868,835,51637733,a,,,0
IDb1yUbLx,2017-01-14 11:36:58,,53492,835,22435216,e,Edge,Tablet,0
IDSbvNnd9,2017-01-15 11:09:10,578475,511070,835,26551485,b,Firefox,Mobile,0
IDlNgIi7E,2017-01-13 15:12:12,2750283,706254,835,26551485,a,Mozilla,Desktop,0
ID4Yvxkwb,2017-01-17 16:51:03,2807877,421976,835,51637733,a,Google Chrome,,0
IDsAZ7Wlq,2017-01-15 13:59:57,2644382,921699,835,83172146,b,Edge,Tablet,0
IDkmIMlEu,2017-01-16 11:34:05,,40422,835,26551485,a,Google Chrome,Mobile,0
IDyqKNVSx,2017-01-15 18:37:15,8575835,309596,835,23981625,b,Mozilla,Desktop,0
ID6BNgbRe,2017-01-19 06:25:22,6949395,516853,835,62201833,a,InternetExplorer,Desktop,0
IDaju703w,2017-01-14 13:46:12,575574,11128,835,56008048,b,Firefox,Mobile,0
ID8txs8Xx,2017-01-12 11:10:54,5264088,829334,835,87807327,d,Firefox,,0
IDNlIQGqf,2017-01-18 17:29:16,4453340,890475,835,33505809,b,Mozilla,,0
IDSWf2O5s,2017-01-13 12:49:38,,279989,835,74363610,b,Edge,Tablet,0
ID6WX97aQ,2017-01-14 16:39:56,3571010,190885,835,27723861,d,Mozilla Firefox,Desktop,0
IDyVdaHqv,2017-01-10 16:37:01,9474595,599590,835,51637733,f,IE,Mobile,0
IDV4St0n5,2017-01-14 11:15:11,5844377,667366,835,22435216,f,Firefox,Mobile,0
IDCzbSnsh,2017-01-13 13:37:13,,457852,835,51637733,b,Internet Explorer,Tablet,0
ID5STiK5T,2017-01-17 12:50:59,7858091,912447,835,26551485,a,Mozilla Firefox,Desktop,0
ID8i7yGsD,2017-01-19 16:33:46,2169786,711677,835,51637733,b,Edge,Tablet,0
IDn6Pe9lx,2017-01-13 17:04:06,8198661,267139,835,26551485,f,Chrome,Desktop,0
IDcZ3zxrS,2017-01-12 17:25:29,826899,359481,835,81758577,b,Mozilla,Desktop,0
IDWPFR8ZP,2017-01-12 17:58:27,4218005,921255,835,22435216,d,Firefox,Mobile,0
IDQKODz3x,2017-01-15 12:47:02,7697356,83469,835,56008048,b,Edge,Tablet,0
IDEPxkyes,2017-01-18 13:22:20,4951138,201219,835,74868704,b,Firefox,Mobile,0
IDZ1cqrki,2017-01-17 12:46:07,3691644,317819,835,33505809,a,,Tablet,0
IDWqtmWVQ,2017-01-14 15:37:52,3571010,199607,835,2050923,b,Edge,Tablet,0
IDWLGlZsX,2017-01-15 09:23:56,9928394,939051,835,33505809,a,Firefox,Mobile,0
IDER8zWVn,2017-01-13 17:50:11,5288468,981896,835,62201833,b,Firefox,Mobile,0
ID1ZP3Ivx,2017-01-18 10:05:12,7860250,531057,835,26551485,b,Mozilla Firefox,Desktop,0
IDX2nxLWQ,2017-01-11 12:57:29,302846,211640,835,26551485,c,Edge,Tablet,0
IDWIvtYSF,2017-01-17 14:07:44,8460007,575136,835,26551485,a,,Mobile,0
IDBygEKMF,2017-01-18 16:53:57,3787831,881008,835,51637733,b,,Mobile,0
IDQPlAZLd,2017-01-15 12:10:34,7853270,234271,835,51637733,d,,Tablet,0
IDZk2L7hp,2017-01-14 15:59:39,4524180,281236,835,74363610,b,Mozilla Firefox,Desktop,0
IDbKNgrQX,2017-01-18 13:17:51,4589554,114318,835,22435216,b,Edge,,0
IDtLLbx3q,2017-01-20 10:42:54,260340,690039,835,33505809,c,Mozilla,Desktop,0
IDR9CuogF,2017-01-20 09:48:27,5272726,932000,835,51637733,b,Edge,Tablet,0
IDLB6Iy1X,2017-01-14 14:32:32,8981845,859897,835,56008048,f,Chrome,Desktop,0
IDRMN777P,2017-01-20 10:56:50,5690111,36337,835,22435216,a,Firefox,Mobile,0
IDiURvfVJ,2017-01-11 15:25:20,302846,126046,835,33505809,b,Edge,Tablet,0
IDXeZQ48Y,2017-01-17 17:06:07,1620468,864991,835,15464873,b,Firefox,Mobile,0
IDNG9RbhL,2017-01-18 16:48:30,8952942,112112,835,22435216,b,Edge,Tablet,0
ID8QDMedM,2017-01-12 09:40:41,8358802,548946,835,26551485,b,Firefox,Mobile,0
IDQiNIjXw,2017-01-11 16:37:00,3690104,290055,835,81758577,d,Edge,Tablet,0
IDVW9ZopQ,2017-01-13 10:07:43,5357025,545896,835,74868704,b,Firefox,Mobile,0
IDwNJmF6S,2017-01-19 05:28:26,7844801,964943,835,16340250,b,Google Chrome,Mobile,0
IDrquUrUf,2017-01-14 10:36:44,2366664,39463,835,33505809,a,Edge,Tablet,0
ID5UdufRv,2017-01-20 17:30:21,7285153,412920,835,91553313,b,Edge,Tablet,0
IDNm3JGco,2017-01-20 17:17:37,2933106,766575,835,26551485,a,Chrome,Desktop,0
IDD2b7aad,2017-01-20 10:42:59,260340,467665,835,33505809,b,Google Chrome,Mobile,0
IDyE0pUXx,2017-01-10 14:49:49,522272,991603,835,26551485,b,Edge,,0
IDGfO9EYi,2017-01-18 12:53:12,8599963,737434,835,15464873,f,,Tablet,0
IDc6zEdt1,2017-01-17 04:30:14,7600000,439951,835,33505809,d,Edge,Tablet,0
ID9nU8Qed,2017-01-14 14:44:05,3378594,457852,835,51637733,b,Internet Explorer,Tablet,0
IDbCkzj8e,2017-01-13 17:13:31,3116598,10096,835,26551485,a,Edge,,0
IDZhfg1c6,2017-01-15 09:24:35,9928394,701475,835,33505809,b,InternetExplorer,Desktop,0
ID85nANNl,2017-01-12 17:39:07,,801877,835,33505809,a,Opera,,0
IDHOrRYo8,2017-01-13 17:52:57,1674062,663843,835,87807327,e,Edge,Tablet,0
ID8gJUgIu,2017-01-20 13:23:13,6556185,308661,835,22435216,b,Firefox,Mobile,0
IDAmfC4kq,2017-01-16 10:44:03,4729123,52191,835,22435216,b,InternetExplorer,Desktop,0
IDmoTn08G,2017-01-17 17:17:46,3317616,317850,835,33505809,b,Firefox,Mobile,0
IDYWeFZDp,2017-01-18 16:02:01,8371591,276856,835,33505809,a,Edge,,0
IDHo5Z0zx,2017-01-17 17:10:53,1620468,130025,835,15464873,a,Firefox,Mobile,0
IDT0tcxko,2017-01-14 10:01:37,3540682,402046,835,83172146,e,Firefox,Mobile,0
IDcHkV0Am,2017-01-18 17:03:20,3142773,40073,835,26551485,b,Mozilla Firefox,Desktop,0
IDMR109bv,2017-01-19 13:29:50,,883956,835,36994522,b,Opera,Mobile,0
IDVTD8Mgm,2017-01-13 14:40:59,3898066,3411,835,51637733,a,Firefox,,0
IDSDkhKAg,2017-01-19 11:38:42,1260910,40073,835,26551485,b,Edge,Tablet,0
ID3eCPVG2,2017-01-17 08:28:38,7467355,117837,835,93083104,b,Firefox,Mobile,0
IDqPa5522,2017-01-17 10:39:20,,797583,835,33505809,b,Firefox,Mobile,0
IDpddTYgd,2017-01-18 07:29:55,732554,201219,835,74868704,a,Firefox,Mobile,0
IDGjvHfnU,2017-01-16 16:07:53,8460007,361022,835,26551485,b,Google Chrome,,0
IDIQxfqd6,2017-01-11 13:01:29,2924594,287572,835,33505809,b,Edge,Tablet,0
IDj2bpIaT,2017-01-11 14:00:13,2535633,461652,835,15464873,b,Edge,,0
IDhkCJbzt,2017-01-16 08:56:17,5741091,316064,835,51637733,f,Firefox,Mobile,0
IDYJGGMaI,2017-01-18 13:22:20,4951138,244942,835,74868704,e,Edge,Tablet,0
IDGgk76L9,2017-01-12 10:23:29,,232371,835,33505809,b,Mozilla,Desktop,0
IDGCAA3vG,2017-01-14 16:39:56,3571010,393017,835,27723861,b,Mozilla Firefox,Desktop,0
ID4h8UGhO,2017-01-16 16:37:27,6835828,47514,835,51637733,b,Edge,Tablet,0
IDLuOSKcs,2017-01-11 12:39:34,8478234,977371,835,22435216,f,Edge,Tablet,0
IDjmXasgR,2017-01-19 16:55:21,8853154,426653,835,26551485,d,Edge,Tablet,0
IDrNXSN6X,2017-01-20 02:14:28,1080721,90790,835,26551485,f,Firefox,Mobile,0
ID8cdoPZn,2017-01-18 10:03:46,7860250,561327,835,26551485,f,InternetExplorer,Desktop,0
IDkTeinpk,2017-01-17 10:41:59,6121960,395148,835,83172146,b,Edge,Tablet,0
ID5dxoVps,2017-01-16 12:49:52,,64323,835,33505809,b,Firefox,Mobile,0
IDfajoxbJ,2017-01-13 13:10:28,8449938,5293,835,74868704,b,Edge,Tablet,0
ID8DSADEF,2017-01-10 13:45:23,,618654,835,26391770,b,Google Chrome,Mobile,0
IDy4NenBl,2017-01-18 20:41:49,490394,920335,835,62201833,d,InternetExplorer,Desktop,1
IDiyu18OE,2017-01-17 15:23:03,1592199,356646,835,22435216,d,Internet Explorer,,0
IDlDGP60v,2017-01-19 10:03:46,4215448,677343,835,26551485,c,IE,Mobile,0
IDxg4OYFc,2017-01-10 14:49:49,522272,427605,835,26551485,b,Mozilla,Desktop,0
IDdabvS0A,2017-01-13 13:00:42,4807882,964366,835,81758577,a,IE,Mobile,0
IDDLMcYjp,2017-01-11 14:59:18,4695950,148401,835,26551485,b,Edge,Tablet,0
IDXCQahl9,2017-01-17 15:48:47,9935147,40073,835,26551485,a,Firefox,Mobile,0
IDzGv6BId,2017-01-11 12:24:51,2880330,761643,835,62201833,a,Firefox,Mobile,0
IDnmUaqLH,2017-01-10 13:13:16,9149290,321999,835,33505809,e,Mozilla,Desktop,0
IDYeCp7Eo,2017-01-18 13:03:19,4240766,40073,835,26551485,c,Edge,Tablet,0
IDrrDkj70,2017-01-16 17:33:36,4978005,267139,835,26551485,b,Mozilla Firefox,Desktop,0
IDpq2RcVP,2017-01-10 12:13:49,2095877,836947,835,6171136,a,Edge,Tablet,0
ID956wpFi,2017-01-12 08:34:08,2174195,76824,835,27723861,c,Mozilla,Desktop,0
IDD1me8AP,2017-01-17 11:43:39,4107164,794168,835,26551485,b,Google Chrome,Mobile,0
IDv4dFBcu,2017-01-13 14:39:32,9303527,690048,835,10280896,b,Internet Explorer,Tablet,0
IDFh21iWP,2017-01-17 15:01:09,2256209,532752,835,15464873,b,Firefox,Mobile,0
IDrSOmtRM,2017-01-14 14:11:52,,437047,835,33505809,f,Edge,Tablet,0
IDIp7Bjnu,2017-01-18 12:41:15,4511913,993102,835,26551485,a,,Mobile,0
ID2AbTasO,2017-01-11 19:28:13,,257039,835,26391770,e,Edge,Tablet,0
IDebMFrm0,2017-01-13 13:18:05,1269874,715596,835,51637733,b,Internet Explorer,Tablet,0
IDvbWGBga,2017-01-18 16:59:27,6010661,213995,835,33505809,b,Edge,Tablet,0
IDq9AZzO0,2017-01-14 10:30:36,,48997,835,62201833,b,Edge,,0
IDsjvlj1w,2017-01-12 08:20:41,2174195,546468,835,82291592,a,Edge,,0
IDMzq4xyD,2017-01-13 08:29:06,3094105,113687,835,33505809,a,Edge,Tablet,0
IDUjRFZbZ,2017-01-13 15:26:32,1346844,1243,835,15464873,b,,Mobile,0
IDDi4y73T,2017-01-15 18:33:42,320359,498420,835,51637733,e,Edge,Tablet,0
IDFmczOYc,2017-01-20 02:34:38,,40073,835,26551485,a,Mozilla,Desktop,0
IDwTgN3Am,2017-01-12 13:53:55,,817072,835,62201833,a,Edge,Tablet,0
IDjF7alk9,2017-01-18 08:33:39,1269874,254282,835,26551485,a,Mozilla Firefox,Desktop,0
IDoSWAFip,2017-01-17 14:02:24,,40073,835,26551485,d,Firefox,Mobile,0
IDjGmvkMU,2017-01-15 18:14:31,320359,317879,835,6171136,a,,Mobile,0
IDitnVyST,2017-01-20 12:52:24,6883444,40073,835,26551485,b,Edge,Tablet,0
IDAlegZVY,2017-01-14 22:15:51,6348093,744424,835,62201833,b,Mozilla Firefox,Desktop,0
IDZuFNSQw,2017-01-19 10:11:16,906916,921699,835,83172146,f,,Desktop,0
IDImTbGKS,2017-01-13 14:00:55,6956358,618745,835,51637733,b,Mozilla Firefox,Desktop,0
IDMaCdDbz,2017-01-11 12:48:21,4513075,490765,835,33505809,a,InternetExplorer,Desktop,0
IDkbz7OrY,2017-01-17 16:38:19,2595962,927669,835,26551485,b,Mozilla,Desktop,0
IDTracMvv,2017-01-12 10:21:52,9108710,801877,835,33505809,b,Firefox,Mobile,0
IDYR3EQ5X,2017-01-14 11:29:01,9585810,861580,835,51637733,b,Edge,Tablet,0
IDAJMUWM1,2017-01-12 12:16:05,8956254,925132,835,51637733,c,Mozilla Firefox,Desktop,0
IDhY0CTQQ,2017-01-12 14:32:05,5057997,880637,835,26551485,f,Mozilla,,0
IDh8QGt7x,2017-01-15 09:00:13,1824466,40073,835,26551485,b,Google Chrome,Mobile,0
IDhLG81sV,2017-01-15 14:04:55,9271101,279989,835,74363610,b,Internet Explorer,Tablet,0
ID5H0o81p,2017-01-19 09:55:37,1641747,40073,835,26551485,d,,Desktop,0
IDFFuj9hN,2017-01-19 19:53:30,7624980,846083,835,61392274,d,,Desktop,1
IDb8Ryfs4,2017-01-10 12:01:01,9407398,725610,835,51637733,e,Firefox,Mobile,0
IDIOl5AtO,2017-01-16 09:03:20,,531744,835,27723861,b,Google Chrome,,0
IDkCUs7gE,2017-01-16 16:07:53,8460007,182853,835,26551485,b,InternetExplorer,,0
IDe1bP91v,2017-01-10 17:41:32,8400713,426653,835,26551485,f,Mozilla Firefox,Desktop,0
IDjwyeHnT,2017-01-17 10:15:57,859212,505250,835,33505809,b,Firefox,Mobile,0
IDbJLt7ZX,2017-01-15 09:12:49,5038265,244434,835,56008048,f,Edge,Tablet,0
IDKVMoT9V,2017-01-12 12:48:34,4523700,192718,835,27723861,e,Edge,Tablet,0
IDUJXFrIU,2017-01-13 17:54:51,,540213,835,26551485,a,Firefox,Mobile,0
IDCDodTNq,2017-01-14 11:47:19,905362,5293,835,74868704,e,Firefox,Mobile,0
IDaLDh3aE,2017-01-16 14:25:01,8847375,40073,835,26551485,c,Edge,Tablet,0
IDuewFFvc,2017-01-12 11:38:38,2126306,450038,835,33505809,a,,Tablet,0
ID1M3ZX7c,2017-01-17 15:36:03,3756482,267139,835,26551485,a,InternetExplorer,Desktop,0
IDijDnBHA,2017-01-14 11:33:58,9585810,824284,835,51637733,f,Edge,Tablet,0
IDV0lDY1U,2017-01-18 17:27:00,,233592,835,26551485,d,Firefox,Mobile,0
IDfVcA6O8,2017-01-15 10:24:21,7122985,215457,835,29916445,a,Edge,,0
IDDFo0RzQ,2017-01-17 15:02:06,3039169,853843,835,33505809,b,Edge,Tablet,0
IDleHn4F1,2017-01-13 11:40:18,7036264,412920,835,91553313,b,Firefox,Mobile,0
ID6NpV9bL,2017-01-18 11:42:47,6022596,646863,835,33505809,e,Edge,Tablet,0
